10012 [{'pageno': 1, 'start': 0, 'classname': '（6）百合班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3887', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
44561 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '874', 'isadmin': 0, 'classid': '887', 'draw': 0, 'gradeid': '876', 'schoolname': '河南省安阳市安阳第二十一中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
44593 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '944', 'isadmin': 0, 'classid': '7429', 'draw': 0, 'gradeid': '7428', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
44602 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2707', 'draw': 0, 'gradeid': '2679', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
44623 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '955', 'isadmin': 0, 'classid': '959', 'draw': 0, 'gradeid': '956', 'schoolname': '上海理工大学附属中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
44658 [{'pageno': 1, 'start': 0, 'classname': '二班', 'schoolid': '3040', 'isadmin': 0, 'classid': '3289', 'draw': 0, 'gradeid': '3256', 'schoolname': '太仓市实验小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
44691 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1662', 'isadmin': 0, 'classid': '2460', 'draw': 0, 'gradeid': '2459', 'schoolname': '新沂市新华小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
44705 [{'pageno': 1, 'start': 0, 'classname': '2017级12班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4955', 'draw': 0, 'gradeid': '4917', 'schoolname': '衢州兴华中学', 'gradename': '2017级', 'pageindex': 0, 'length': 10}]
44708 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '904', 'isadmin': 0, 'classid': '7362', 'draw': 0, 'gradeid': '7353', 'schoolname': '南京市浦口区实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
44728 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1768', 'isadmin': 0, 'classid': '1793', 'draw': 0, 'gradeid': '1769', 'schoolname': '衢州市实验学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
44743 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '6837', 'isadmin': 0, 'classid': '6860', 'draw': 0, 'gradeid': '6840', 'schoolname': '南京市北京东路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
44755 [{'pageno': 1, 'start': 0, 'classname': '2016级1班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4922', 'draw': 0, 'gradeid': '4916', 'schoolname': '衢州兴华中学', 'gradename': '华墅全体学生', 'pageindex': 0, 'length': 10}]
44791 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2756', 'draw': 0, 'gradeid': '2730', 'schoolname': '徐州市民主路小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
44819 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1', 'isadmin': 0, 'classid': '701', 'draw': 0, 'gradeid': '686', 'schoolname': '苏州紫橙实验学校', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
44850 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '6103', 'isadmin': 0, 'classid': '6452', 'draw': 0, 'gradeid': '6434', 'schoolname': '永康崇德学校', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
44872 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3163', 'draw': 0, 'gradeid': '3131', 'schoolname': '太仓市新区第三小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
44875 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1', 'isadmin': 0, 'classid': '831', 'draw': 0, 'gradeid': '686', 'schoolname': '苏州紫橙实验学校', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
44882 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '5499', 'isadmin': 0, 'classid': '6638', 'draw': 0, 'gradeid': '6633', 'schoolname': '苏州湾实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
44885 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2028', 'draw': 0, 'gradeid': '2025', 'schoolname': '常熟市东南实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
44911 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '515', 'isadmin': 0, 'classid': '517', 'draw': 0, 'gradeid': '516', 'schoolname': '苏州湾实验初级中学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
44942 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '6837', 'isadmin': 0, 'classid': '6858', 'draw': 0, 'gradeid': '6840', 'schoolname': '南京市北京东路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
44948 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4028', 'isadmin': 0, 'classid': '4036', 'draw': 0, 'gradeid': '4029', 'schoolname': '衢州市兴华中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
44950 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5623', 'draw': 0, 'gradeid': '5602', 'schoolname': '射阳县初级中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
44951 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1513', 'draw': 0, 'gradeid': '1390', 'schoolname': '上饶市广丰一中', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
44965 [{'pageno': 1, 'start': 0, 'classname': '会议室', 'schoolid': '3611', 'isadmin': 0, 'classid': '4210', 'draw': 0, 'gradeid': '4209', 'schoolname': '南京市溧水区洪蓝初级中学', 'gradename': '南一楼', 'pageindex': 0, 'length': 10}]
44979 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1556', 'draw': 0, 'gradeid': '1441', 'schoolname': '广丰一中锐境学校', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
44985 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3691', 'draw': 0, 'gradeid': '3679', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
45017 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2882', 'isadmin': 0, 'classid': '2971', 'draw': 0, 'gradeid': '2962', 'schoolname': '太仓市沙溪镇第二小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45044 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '369', 'isadmin': 0, 'classid': '392', 'draw': 0, 'gradeid': '371', 'schoolname': '吴江思贤实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45055 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3521', 'isadmin': 0, 'classid': '5205', 'draw': 0, 'gradeid': '4787', 'schoolname': '江阴市澄江中心小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45107 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1048', 'isadmin': 0, 'classid': '2292', 'draw': 0, 'gradeid': '2250', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45132 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2753', 'draw': 0, 'gradeid': '2730', 'schoolname': '徐州市民主路小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45147 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '1087', 'draw': 0, 'gradeid': '1077', 'schoolname': '江山市大溪滩小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45150 [{'pageno': 1, 'start': 0, 'classname': '（1）启航班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3856', 'draw': 0, 'gradeid': '3852', 'schoolname': '泗阳县众兴实验小学', 'gradename': '三', 'pageindex': 0, 'length': 10}]
45164 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '4800', 'isadmin': 0, 'classid': '5015', 'draw': 0, 'gradeid': '4992', 'schoolname': '贵州省施秉县民族中学', 'gradename': '九年级原', 'pageindex': 0, 'length': 10}]
45169 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3744', 'isadmin': 0, 'classid': '4585', 'draw': 0, 'gradeid': '4578', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
45237 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1599', 'draw': 0, 'gradeid': '1574', 'schoolname': '南京市浦口区实验小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45258 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2810', 'draw': 0, 'gradeid': '2790', 'schoolname': '太仓市双凤中心小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
45259 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '7638', 'draw': 0, 'gradeid': '7637', 'schoolname': '江山市大溪滩小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45263 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '2774', 'isadmin': 0, 'classid': '3376', 'draw': 0, 'gradeid': '3375', 'schoolname': '太仓市双凤中心小学', 'gradename': '公共大屏', 'pageindex': 0, 'length': 10}]
45288 [{'pageno': 1, 'start': 0, 'classname': '3', 'schoolid': '369', 'isadmin': 0, 'classid': '480', 'draw': 0, 'gradeid': '477', 'schoolname': '吴江思贤实验小学', 'gradename': '食堂2楼', 'pageindex': 0, 'length': 10}]
45308 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '947', 'isadmin': 0, 'classid': '991', 'draw': 0, 'gradeid': '950', 'schoolname': '江苏省溧水高级中学', 'gradename': '原高三', 'pageindex': 0, 'length': 10}]
45312 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2920', 'isadmin': 0, 'classid': '3193', 'draw': 0, 'gradeid': '2921', 'schoolname': '温州市龙湾区永兴第二小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45327 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1571', 'draw': 0, 'gradeid': '1442', 'schoolname': '广丰一中锐境学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
45371 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '369', 'isadmin': 0, 'classid': '1877', 'draw': 0, 'gradeid': '377', 'schoolname': '吴江思贤实验小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
45375 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '7329', 'isadmin': 0, 'classid': '7464', 'draw': 0, 'gradeid': '7442', 'schoolname': '南京师范大学附属中学江宁分校幼儿园', 'gradename': '大班', 'pageindex': 0, 'length': 10}]
45382 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2916', 'isadmin': 0, 'classid': '3025', 'draw': 0, 'gradeid': '3003', 'schoolname': '太仓市科教新城实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45415 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2006', 'draw': 0, 'gradeid': '1996', 'schoolname': '常熟市东南实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
45418 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '1984', 'draw': 0, 'gradeid': '1042', 'schoolname': '常熟市东南实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45421 [{'pageno': 1, 'start': 0, 'classname': '1', 'schoolid': '1387', 'isadmin': 0, 'classid': '1858', 'draw': 0, 'gradeid': '1857', 'schoolname': '上饶市广丰一中', 'gradename': '备用', 'pageindex': 0, 'length': 10}]
45442 [{'pageno': 1, 'start': 0, 'classname': '（16）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2780', 'draw': 0, 'gradeid': '2679', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
45455 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3216', 'isadmin': 0, 'classid': '3228', 'draw': 0, 'gradeid': '3219', 'schoolname': '南京汉开书院', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
45469 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1', 'isadmin': 0, 'classid': '1661', 'draw': 0, 'gradeid': '724', 'schoolname': '苏州紫橙实验学校', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
45483 [{'pageno': 1, 'start': 0, 'classname': '准备室', 'schoolid': '6982', 'isadmin': 0, 'classid': '7196', 'draw': 0, 'gradeid': '7195', 'schoolname': '南京市北京东路小学棠城分校', 'gradename': '美术', 'pageindex': 0, 'length': 10}]
45492 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3216', 'isadmin': 0, 'classid': '6423', 'draw': 0, 'gradeid': '6411', 'schoolname': '南京汉开书院', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45503 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '4775', 'isadmin': 0, 'classid': '5477', 'draw': 0, 'gradeid': '5411', 'schoolname': '南通市北城小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45505 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '6377', 'isadmin': 0, 'classid': '6390', 'draw': 0, 'gradeid': '6378', 'schoolname': '开发测试演示学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45534 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2522', 'isadmin': 0, 'classid': '2923', 'draw': 0, 'gradeid': '2912', 'schoolname': '江苏省邳州市奚仲路小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
45546 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4755', 'isadmin': 0, 'classid': '4771', 'draw': 0, 'gradeid': '4756', 'schoolname': '无锡市中育实验中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
45572 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '6697', 'draw': 0, 'gradeid': '6691', 'schoolname': '江山二中', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
45574 [{'pageno': 1, 'start': 0, 'classname': '合班教室1', 'schoolid': '1057', 'isadmin': 0, 'classid': '1239', 'draw': 0, 'gradeid': '1202', 'schoolname': '江苏省太仓高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
45575 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '77', 'isadmin': 0, 'classid': '532', 'draw': 0, 'gradeid': '534', 'schoolname': '苏州带城实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
45580 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '2920', 'isadmin': 0, 'classid': '3201', 'draw': 0, 'gradeid': '3176', 'schoolname': '温州市龙湾区永兴第二小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
45587 [{'pageno': 1, 'start': 0, 'classname': '2', 'schoolid': '369', 'isadmin': 0, 'classid': '479', 'draw': 0, 'gradeid': '477', 'schoolname': '吴江思贤实验小学', 'gradename': '食堂2楼', 'pageindex': 0, 'length': 10}]
45644 [{'pageno': 1, 'start': 0, 'classname': '大班', 'schoolid': '1064', 'isadmin': 0, 'classid': '2552', 'draw': 0, 'gradeid': '2551', 'schoolname': '未来领导力学校', 'gradename': '幼儿园', 'pageindex': 0, 'length': 10}]
45653 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1542', 'draw': 0, 'gradeid': '1440', 'schoolname': '广丰一中锐境学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
45655 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2800', 'draw': 0, 'gradeid': '2787', 'schoolname': '太仓市双凤中心小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45679 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '4803', 'isadmin': 0, 'classid': '5103', 'draw': 0, 'gradeid': '5090', 'schoolname': '黄平县中等职业学校', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
45689 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '551', 'isadmin': 0, 'classid': '607', 'draw': 0, 'gradeid': '583', 'schoolname': '苏州星海实验中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
45698 [{'pageno': 1, 'start': 0, 'classname': '（11）班', 'schoolid': '854', 'isadmin': 0, 'classid': '7050', 'draw': 0, 'gradeid': '7046', 'schoolname': '苏州市金筑实验小学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45736 [{'pageno': 1, 'start': 0, 'classname': '（13）班', 'schoolid': '6377', 'isadmin': 0, 'classid': '6391', 'draw': 0, 'gradeid': '6378', 'schoolname': '开发测试演示学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45749 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2037', 'draw': 0, 'gradeid': '2033', 'schoolname': '常熟市东南实验小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
45776 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2794', 'draw': 0, 'gradeid': '2786', 'schoolname': '太仓市双凤中心小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
45782 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3606', 'isadmin': 0, 'classid': '3640', 'draw': 0, 'gradeid': '3636', 'schoolname': '南京溧水区晶桥初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
45786 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4327', 'isadmin': 0, 'classid': '4337', 'draw': 0, 'gradeid': '4331', 'schoolname': '汤泉中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
45825 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '1986', 'draw': 0, 'gradeid': '1042', 'schoolname': '常熟市东南实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45830 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '369', 'isadmin': 0, 'classid': '437', 'draw': 0, 'gradeid': '373', 'schoolname': '吴江思贤实验小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
45839 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3849', 'isadmin': 0, 'classid': '4619', 'draw': 0, 'gradeid': '4617', 'schoolname': '泗阳县众兴实验小学西校区', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45867 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '4711', 'isadmin': 0, 'classid': '4720', 'draw': 0, 'gradeid': '4712', 'schoolname': '南京和贤科技', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45870 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '120', 'isadmin': 0, 'classid': '276', 'draw': 0, 'gradeid': '240', 'schoolname': '苏州市勤惜实验小学校', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
45884 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4417', 'isadmin': 0, 'classid': '7461', 'draw': 0, 'gradeid': '7455', 'schoolname': '上海理工大学附属小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
45887 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3039', 'isadmin': 0, 'classid': '3102', 'draw': 0, 'gradeid': '3101', 'schoolname': '太仓市城厢镇第一小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
45907 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2646', 'draw': 0, 'gradeid': '2626', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45935 [{'pageno': 1, 'start': 0, 'classname': '（三）', 'schoolid': '955', 'isadmin': 0, 'classid': '2501', 'draw': 0, 'gradeid': '2498', 'schoolname': '上海理工大学附属中学', 'gradename': '专用教室', 'pageindex': 0, 'length': 10}]
45963 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1587', 'draw': 0, 'gradeid': '1573', 'schoolname': '南京市浦口区实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
45980 [{'pageno': 1, 'start': 0, 'classname': '四', 'schoolid': '1041', 'isadmin': 0, 'classid': '3337', 'draw': 0, 'gradeid': '3333', 'schoolname': '常熟市东南实验小学', 'gradename': '劳技教室', 'pageindex': 0, 'length': 10}]
45993 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1', 'isadmin': 0, 'classid': '721', 'draw': 0, 'gradeid': '682', 'schoolname': '苏州紫橙实验学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46001 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '7012', 'isadmin': 0, 'classid': '7314', 'draw': 0, 'gradeid': '7308', 'schoolname': '南京市溧水区第三小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46037 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '7012', 'isadmin': 0, 'classid': '7294', 'draw': 0, 'gradeid': '7290', 'schoolname': '南京市溧水区第三小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
46038 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '1083', 'draw': 0, 'gradeid': '1076', 'schoolname': '江山市大溪滩小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46041 [{'pageno': 1, 'start': 0, 'classname': '东2', 'schoolid': '1048', 'isadmin': 0, 'classid': '2403', 'draw': 0, 'gradeid': '2390', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '小学实验楼四楼', 'pageindex': 0, 'length': 10}]
46091 [{'pageno': 1, 'start': 0, 'classname': '舞蹈启蒙1-1', 'schoolid': '3575', 'isadmin': 0, 'classid': '5293', 'draw': 0, 'gradeid': '5247', 'schoolname': '遂昌县青少年宫', 'gradename': '舞蹈', 'pageindex': 0, 'length': 10}]
46123 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1662', 'isadmin': 0, 'classid': '2464', 'draw': 0, 'gradeid': '2459', 'schoolname': '新沂市新华小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
46129 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '6377', 'isadmin': 0, 'classid': '6383', 'draw': 0, 'gradeid': '6378', 'schoolname': '开发测试演示学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46162 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '4320', 'isadmin': 0, 'classid': '4382', 'draw': 0, 'gradeid': '4326', 'schoolname': '上海市金山亭林小学', 'gradename': '六年级111', 'pageindex': 0, 'length': 10}]
46169 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '3216', 'isadmin': 0, 'classid': '3395', 'draw': 0, 'gradeid': '3220', 'schoolname': '南京汉开书院', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46185 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '77', 'isadmin': 0, 'classid': '107', 'draw': 0, 'gradeid': '81', 'schoolname': '苏州带城实验小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46217 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '944', 'isadmin': 0, 'classid': '946', 'draw': 0, 'gradeid': '945', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46252 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '907', 'isadmin': 0, 'classid': '1344', 'draw': 0, 'gradeid': '908', 'schoolname': '南京市旭东中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
46258 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3611', 'isadmin': 0, 'classid': '3978', 'draw': 0, 'gradeid': '3969', 'schoolname': '南京市溧水区洪蓝初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
46265 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2812', 'draw': 0, 'gradeid': '2790', 'schoolname': '太仓市双凤中心小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46280 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '3406', 'isadmin': 0, 'classid': '3500', 'draw': 0, 'gradeid': '3485', 'schoolname': '温州市龙湾区外国语小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46284 [{'pageno': 1, 'start': 0, 'classname': '东', 'schoolid': '1041', 'isadmin': 0, 'classid': '3342', 'draw': 0, 'gradeid': '3341', 'schoolname': '常熟市东南实验小学', 'gradename': '食堂一楼', 'pageindex': 0, 'length': 10}]
46324 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5663', 'draw': 0, 'gradeid': '5602', 'schoolname': '射阳县初级中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
46327 [{'pageno': 1, 'start': 0, 'classname': '高二(1)班', 'schoolid': '551', 'isadmin': 0, 'classid': '571', 'draw': 0, 'gradeid': '561', 'schoolname': '苏州星海实验中学', 'gradename': 'C4楼高中', 'pageindex': 0, 'length': 10}]
46339 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '3084', 'draw': 0, 'gradeid': '3077', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '艺体', 'pageindex': 0, 'length': 10}]
46347 [{'pageno': 1, 'start': 0, 'classname': '（13）班', 'schoolid': '2777', 'isadmin': 0, 'classid': '3443', 'draw': 0, 'gradeid': '3409', 'schoolname': '射阳县第三中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
46375 [{'pageno': 1, 'start': 0, 'classname': 'C4-406', 'schoolid': '551', 'isadmin': 0, 'classid': '555', 'draw': 0, 'gradeid': '552', 'schoolname': '苏州星海实验中学', 'gradename': '空教室', 'pageindex': 0, 'length': 10}]
